Output_sne,lat,lng,Country_Code,Type,Population,Desamb_Phase,input_sne,source
Tucson,32.22174,-110.92648,US,P,531641,fuzzySWHighMatch1,tucson,Study_estimates_first_human_HIV_infection_100_years_ago
Arizona,34.5003,-111.50098,US,A,5863809,fuzzySWHighMatch1,arizona,Study_estimates_first_human_HIV_infection_100_years_ago
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Study_estimates_first_human_HIV_infection_100_years_ago
France,46.0,2.0,FR,A,66987244,fuzzySWHighMatch1,france,Study_estimates_first_human_HIV_infection_100_years_ago
Belgium,50.75,4.5,BE,A,11422068,fuzzySWHighMatch1,belgium,Study_estimates_first_human_HIV_infection_100_years_ago
Australia,-25.0,135.0,AU,A,24992369,fuzzySWHighMatch1,australia,Study_estimates_first_human_HIV_infection_100_years_ago
Denmark,56.0,10.0,DK,A,5797446,fuzzySWHighMatch1,denmark,Study_estimates_first_human_HIV_infection_100_years_ago
Cameroon,6.0,12.5,CM,A,25216237,fuzzySWHighMatch1,cameroon,Study_estimates_first_human_HIV_infection_100_years_ago
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Study_reveals_mercury_contamination_throughout_US_food_chain
Florida,28.75054,-82.5001,US,A,17671452,fuzzySWHighMatch1,florida,Study_reveals_mercury_contamination_throughout_US_food_chain
Utah,39.25024,-111.75103,US,A,2427340,fuzzySWHighMatch2,utah,Study_reveals_mercury_contamination_throughout_US_food_chain
Georgia,32.75042,-83.50018,US,A,8975842,fuzzySWHighMatch1,georgia,Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences
Glasgow,55.86515,-4.25763,GB,P,591620,fuzzySWHighMatch1,glasgow,Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences
South Sudan,7.5,30.0,SS,A,8260490,fuzzySWHighMatch1,south sudan,Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences
Angola,-12.5,18.5,AO,A,30809762,fuzzySWHighMatch1,angola,Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences
Uganda,1.25,32.5,UG,A,42723139,fuzzySWHighMatch1,uganda,Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences
Khartoum,15.8,33.0,SD,A,7152102,fuzzySWHighMatch1,khartoum,Sudan_reports_first_bird_flu_case
Sudan,16.0,30.0,SD,A,41801533,fuzzySWHighMatch1,sudan,Sudan_reports_first_bird_flu_case
Egypt,27.0,30.0,EG,A,98423595,fuzzySWHighMatch1,egypt,Sudan_reports_first_bird_flu_case
Frederick,39.20456,-78.26258,US,A,78305,fuzzySWHighMatch1,frederick,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,fuzzySWHighMatch1,maryland,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Washington,38.89511,-77.03637,US,P,689545,fuzzySWHighMatch2,washington dc,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Florida,28.75054,-82.5001,US,A,17671452,fuzzySWHighMatch1,florida,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick County,39.47222,-77.39799,US,A,271717,fuzzySWHighMatch1,frederick county,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Michigan,44.25029,-85.50033,US,A,9883360,fuzzySWHighMatch1,michigan,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
Ames,42.03471,-93.61994,US,P,65060,fuzzySWHighMatch2,ames,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
Iowa,42.00027,-93.50049,US,A,2955010,fuzzySWHighMatch2,iowa,Suspected_low_pathogenic_H5N1_Bird_Flu_virus_found_in_the_United_States
Fife,56.25,-3.16667,GB,A,370330,fuzzySWHighMatch2,fife,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
Scotland,56.0,-4.0,GB,A,5404700,fuzzySWHighMatch1,scotland,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
Glasgow,55.86515,-4.25763,GB,P,591620,fuzzySWHighMatch1,glasgow,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
Weybridge,51.37178,-0.45975,GB,P,19463,fuzzySWHighMatch1,weybridge,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
Dresden,51.16667,14.08333,DE,A,1631486,fuzzySWHighMatch1,dresden,Swan_in_German_zoo_tests_positive_for_H5N1_virus
Germany,51.5,10.5,DE,A,82927922,fuzzySWHighMatch1,germany,Swan_in_German_zoo_tests_positive_for_H5N1_virus
Mexico,23.0,-102.0,MX,A,126190788,fuzzySWHighMatch1,mexico,"Swine_flu,_in-depth:_worldwide_report"
Brazil,-10.0,-55.0,BR,A,209469333,fuzzySWHighMatch1,brazil,"Swine_flu,_in-depth:_worldwide_report"
France,46.0,2.0,FR,A,66987244,fuzzySWHighMatch1,france,"Swine_flu,_in-depth:_worldwide_report"
Italy,42.83333,12.83333,IT,A,60431283,fuzzySWHighMatch1,italy,"Swine_flu,_in-depth:_worldwide_report"
New Zealand,-42.0,174.0,NZ,A,4885500,fuzzySWHighMatch1,new zealand,"Swine_flu,_in-depth:_worldwide_report"
Norway,62.0,10.0,NO,A,5314336,fuzzySWHighMatch1,norway,"Swine_flu,_in-depth:_worldwide_report"
Switzerland,47.00016,8.01427,CH,A,8516543,fuzzySWHighMatch1,switzerland,"Swine_flu,_in-depth:_worldwide_report"
Rio de Janeiro,-22.25,-42.5,BR,A,15993583,fuzzySWHighMatch1,rio de janeiro,"Swine_flu,_in-depth:_worldwide_report"
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,"Swine_flu,_in-depth:_worldwide_report"
Argentina,-34.0,-64.0,AR,A,44494502,fuzzySWHighMatch1,argentina,"Swine_flu,_in-depth:_worldwide_report"
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,"Swine_flu,_in-depth:_worldwide_report"
India,22.0,79.0,IN,A,1352617328,fuzzySWHighMatch1,india,"Swine_flu,_in-depth:_worldwide_report"
Kenya,1.0,38.0,KE,A,51393010,fuzzySWHighMatch1,kenya,"Swine_flu,_in-depth:_worldwide_report"
Nairobi,-1.28333,36.83333,KE,A,3138369,fuzzySWHighMatch1,nairobi,"Swine_flu,_in-depth:_worldwide_report"
Kisumu,-0.069,34.64,KE,A,968909,fuzzySWHighMatch1,kisumu,"Swine_flu,_in-depth:_worldwide_report"
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,"Swine_flu,_in-depth:_worldwide_report"
Vietnam,16.16667,107.83333,VN,A,95540395,fuzzySWHighMatch1,vietnam,"Swine_flu,_in-depth:_worldwide_report"
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,"Swine_flu,_in-depth:_worldwide_report"
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,"Swine_flu,_in-depth:_worldwide_report"
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Swine_flu:_recent_developments_worldwide
Egypt,27.0,30.0,EG,A,98423595,fuzzySWHighMatch1,egypt,Swine_flu:_recent_developments_worldwide
Bulgaria,42.66667,25.25,BG,A,7000039,fuzzySWHighMatch1,bulgaria,Swine_flu:_recent_developments_worldwide
Nicaragua,13.0,-85.0,NI,A,6465513,fuzzySWHighMatch1,nicaragua,Swine_flu:_recent_developments_worldwide
Lebanon,33.83333,35.83333,LB,A,6848925,fuzzySWHighMatch1,lebanon,Swine_flu:_recent_developments_worldwide
Australia,-25.0,135.0,AU,A,24992369,fuzzySWHighMatch1,australia,Swine_flu:_recent_developments_worldwide
Victoria,-37.0,145.0,AU,A,6526400,fuzzySWHighMatch1,victoria,Swine_flu:_recent_developments_worldwide
New South Wales,-33.0,146.0,AU,A,8046100,fuzzySWHighMatch1,new south wales,Swine_flu:_recent_developments_worldwide
Singapore,1.28967,103.85007,SG,P,5638700,fuzzySWHighMatch1,singapore,Swine_flu:_recent_developments_worldwide
Melbourne,-37.814,144.96332,AU,P,4246375,fuzzySWHighMatch1,melbourne,Swine_flu:_recent_developments_worldwide
Brazil,-10.0,-55.0,BR,A,209469333,fuzzySWHighMatch1,brazil,Swine_flu:_recent_developments_worldwide
São Paulo,-22.0,-49.0,BR,A,41252160,fuzzySWHighMatch2,são paulo,Swine_flu:_recent_developments_worldwide
Rio de Janeiro,-22.25,-42.5,BR,A,15993583,fuzzySWHighMatch1,rio de janeiro,Swine_flu:_recent_developments_worldwide
Santa Catarina,-27.0,-50.0,BR,A,6249682,fuzzySWHighMatch1,santa catarina,Swine_flu:_recent_developments_worldwide
Rio Grande do Sul,-30.0,-53.5,BR,A,10695532,fuzzySWHighMatch1,rio grande do sul,Swine_flu:_recent_developments_worldwide
Tocantins,-10.5,-48.0,BR,A,1383453,fuzzySWHighMatch1,tocantins,Swine_flu:_recent_developments_worldwide
Minas Gerais,-18.0,-44.0,BR,A,19595309,fuzzySWHighMatch1,minas gerais,Swine_flu:_recent_developments_worldwide
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,Swine_flu:_recent_developments_worldwide
Chile,-30.0,-71.0,CL,A,18729160,fuzzySWHighMatch1,chile,Swine_flu:_recent_developments_worldwide
Santiago,-33.45694,-70.64827,CL,P,4837295,fuzzySWHighMatch1,santiago,Swine_flu:_recent_developments_worldwide
New Zealand,-42.0,174.0,NZ,A,4885500,fuzzySWHighMatch1,new zealand,Swine_flu:_recent_developments_worldwide
Philippines,13.40882,122.56155,PH,A,106651922,fuzzySWHighMatch1,philippines,Swine_flu:_recent_developments_worldwide
Russia,60.0,100.0,RU,A,144478050,fuzzySWHighMatch1,russia,Swine_flu:_recent_developments_worldwide
New York,43.00035,-75.4999,US,A,19274244,fuzzySWHighMatch2,new york,Swine_flu:_recent_developments_worldwide
Moscow,55.76167,37.60667,RU,A,11503501,fuzzySWHighMatch1,moscow,Swine_flu:_recent_developments_worldwide
Américas,9.89896,-83.67407,CR,P,0,fuzzySWHighMatch2,americas,Swine_flu:_recent_developments_worldwide
Japan,35.68536,139.75309,JP,A,126529100,fuzzySWHighMatch1,japan,Swine_flu:_recent_developments_worldwide
Spain,40.0,-4.0,ES,A,46723749,fuzzySWHighMatch1,spain,Swine_flu:_recent_developments_worldwide
Turkey,39.0,35.0,TR,A,82319724,fuzzySWHighMatch1,turkey,Swine_flu:_recent_developments_worldwide
Iraq,33.0,44.0,IQ,A,38433600,fuzzySWHighMatch2,iraq,Swine_flu:_recent_developments_worldwide
Toronto,43.70011,-79.4163,CA,P,2600000,fuzzySWHighMatch1,toronto,Swine_flu:_recent_developments_worldwide
Istanbul,41.01384,28.94966,TR,P,14804116,fuzzySWHighMatch1,istanbul,Swine_flu:_recent_developments_worldwide
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,Swine_flu:_recent_developments_worldwide
England,52.16045,-0.70312,GB,A,56286961,fuzzySWHighMatch1,england,Swine_flu:_recent_developments_worldwide
Glasgow,55.86515,-4.25763,GB,P,591620,fuzzySWHighMatch1,glasgow,Swine_flu:_recent_developments_worldwide
Paisley,55.83173,-4.43254,GB,P,76220,fuzzySWHighMatch1,paisley,Swine_flu:_recent_developments_worldwide
Scotland,56.0,-4.0,GB,A,5404700,fuzzySWHighMatch1,scotland,Swine_flu:_recent_developments_worldwide
Wisconsin,44.50024,-90.00041,US,A,5535168,fuzzySWHighMatch1,wisconsin,Swine_flu:_recent_developments_worldwide
Vietnam,16.16667,107.83333,VN,A,95540395,fuzzySWHighMatch1,vietnam,Swine_flu:_recent_developments_worldwide
Ho Chi Minh City,10.82302,106.62965,VN,P,8993082,fuzzySWHighMatch2,ho chi minh city,Swine_flu:_recent_developments_worldwide
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,Swine_flu:_recent_developments_worldwide
Fiji,-18.0,178.0,FJ,A,883483,fuzzySWHighMatch2,fiji,Swine_flu_cases_in_Fiji_reach_97
Suva,-18.14161,178.44149,FJ,P,77366,fuzzySWHighMatch2,suva,Swine_flu_cases_in_Fiji_reach_97
Nadi,-17.80309,177.41617,FJ,P,42284,fuzzySWHighMatch2,nadi,Swine_flu_cases_in_Fiji_reach_97
Glasgow,55.86515,-4.25763,GB,P,591620,fuzzySWHighMatch1,glasgow,Swine_flu_claims_first_UK_victim
Scotland,56.0,-4.0,GB,A,5404700,fuzzySWHighMatch1,scotland,Swine_flu_claims_first_UK_victim
Paisley,55.83173,-4.43254,GB,P,76220,fuzzySWHighMatch1,paisley,Swine_flu_claims_first_UK_victim
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,Swine_flu_claims_first_UK_victim
Argentina,-34.0,-64.0,AR,A,44494502,fuzzySWHighMatch1,argentina,Swine_flu_deaths_reported_in_Argentina
Buenos Aires,-36.0,-60.0,AR,A,15625084,fuzzySWHighMatch1,buenos aires,Swine_flu_deaths_reported_in_Argentina
Chile,-30.0,-71.0,CL,A,18729160,fuzzySWHighMatch1,chile,Swine_flu_deaths_reported_in_Argentina
Kisumu,-0.069,34.64,KE,A,968909,fuzzySWHighMatch1,kisumu,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nairobi,-1.28333,36.83333,KE,A,3138369,fuzzySWHighMatch1,nairobi,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Nottingham,52.96667,-1.15,GB,A,325282,fuzzySWHighMatch1,nottingham,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Kenya,1.0,38.0,KE,A,51393010,fuzzySWHighMatch1,kenya,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Garissa,-0.172,40.041,KE,A,623060,fuzzySWHighMatch1,garissa,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,Swine_flu_patients_taken_to_Kenyan_capital_to_fly_home_to_UK_Sunday
Mexico,23.0,-102.0,MX,A,126190788,fuzzySWHighMatch1,mexico,Swine_flu_reported_in_more_countries
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Swine_flu_reported_in_more_countries
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,Swine_flu_reported_in_more_countries
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,Swine_flu_reported_in_more_countries
Spain,40.0,-4.0,ES,A,46723749,fuzzySWHighMatch1,spain,Swine_flu_reported_in_more_countries
New Zealand,-42.0,174.0,NZ,A,4885500,fuzzySWHighMatch1,new zealand,Swine_flu_reported_in_more_countries
Israel,31.5,34.75,IL,A,8883800,fuzzySWHighMatch1,israel,Swine_flu_reported_in_more_countries
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,Swine_flu_reported_in_more_countries
Mexico City,19.42847,-99.12766,MX,P,12294193,fuzzySWHighMatch1,mexico city,Swine_flu_reported_in_more_countries
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,Swine_flu_reported_in_more_countries
Kansas,38.50029,-98.50063,US,A,2740759,fuzzySWHighMatch1,kansas,Swine_flu_reported_in_more_countries
Ohio,40.25034,-83.00018,US,A,11467123,fuzzySWHighMatch2,ohio,Swine_flu_reported_in_more_countries
New York,43.00035,-75.4999,US,A,19274244,fuzzySWHighMatch2,new york,Swine_flu_reported_in_more_countries
South Korea,36.5,127.75,KR,A,51635256,fuzzySWHighMatch1,south korea,Swine_flu_reported_in_more_countries
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,Swine_flu_worldwide:_update
Mexico,23.0,-102.0,MX,A,126190788,fuzzySWHighMatch1,mexico,Swine_flu_worldwide:_update
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Swine_flu_worldwide:_update
British Columbia,53.99983,-125.0032,CA,A,4413973,fuzzySWHighMatch1,british columbia,Swine_flu_worldwide:_update
Nova Scotia,45.00015,-62.99865,CA,A,935573,fuzzySWHighMatch1,nova scotia,Swine_flu_worldwide:_update
Ontario,49.25014,-84.49983,CA,A,12861940,fuzzySWHighMatch1,ontario,Swine_flu_worldwide:_update
Alberta,52.28333,-117.469,CA,A,3497881,fuzzySWHighMatch1,alberta,Swine_flu_worldwide:_update
New Brunswick,46.5001,-65.99878,CA,A,751250,fuzzySWHighMatch1,new brunswick,Swine_flu_worldwide:_update
Quebec,52.00017,-71.99907,CA,A,8585523,fuzzySWHighMatch1,quebec,Swine_flu_worldwide:_update
Cairo,30.06263,31.24967,EG,P,9606916,fuzzySWHighMatch1,cairo,Swine_flu_worldwide:_update
Egypt,27.0,30.0,EG,A,98423595,fuzzySWHighMatch1,egypt,Swine_flu_worldwide:_update
Bavaria,49.0,11.5,DE,A,12510331,fuzzySWHighMatch1,bavaria,Swine_flu_worldwide:_update
Germany,51.5,10.5,DE,A,82927922,fuzzySWHighMatch1,germany,Swine_flu_worldwide:_update
Spain,40.0,-4.0,ES,A,46723749,fuzzySWHighMatch1,spain,Swine_flu_worldwide:_update
Hong Kong,22.27832,114.17469,HK,P,7482500,fuzzySWHighMatch2,hong kong,Swine_flu_worldwide:_update
Shanghai,31.22222,121.45806,CN,P,22315474,fuzzySWHighMatch1,shanghai,Swine_flu_worldwide:_update
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,Swine_flu_worldwide:_update
New Zealand,-42.0,174.0,NZ,A,4885500,fuzzySWHighMatch1,new zealand,Swine_flu_worldwide:_update
Auckland,-36.85,174.78333,NZ,A,444100,fuzzySWHighMatch1,auckland,Swine_flu_worldwide:_update
Nigeria,10.0,8.0,NG,A,195874740,fuzzySWHighMatch1,nigeria,Swine_flu_worldwide:_update
Delaware,39.00039,-75.49992,US,A,838549,fuzzySWHighMatch1,delaware,Swine_flu_worldwide:_update
Illinois,40.00032,-89.25037,US,A,12772888,fuzzySWHighMatch1,illinois,Swine_flu_worldwide:_update
Kentucky,38.20042,-84.87762,US,A,4206074,fuzzySWHighMatch1,kentucky,Swine_flu_worldwide:_update
South Carolina,34.00043,-81.00009,US,A,4229842,fuzzySWHighMatch1,south carolina,Swine_flu_worldwide:_update
Tennessee,35.75035,-86.25027,US,A,5935099,fuzzySWHighMatch1,tennessee,Swine_flu_worldwide:_update
Houston,29.76328,-95.36327,US,P,2296224,fuzzySWHighMatch1,houston,Swine_flu_worldwide:_update
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,Swine_flu_worldwide:_update
Alabama,32.75041,-86.75026,US,A,4530315,fuzzySWHighMatch1,alabama,Swine_flu_worldwide:_update
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,Swine_flu_worldwide:_update
Long Island,23.21667,-75.11167,BS,A,2979,fuzzySWHighMatch1,long island,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
New York,43.00035,-75.4999,US,A,19274244,fuzzySWHighMatch2,new york,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
Pennsylvania,40.8,-77.7,US,A,12440621,fuzzySWHighMatch1,pennsylvania,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
New Jersey,40.16706,-74.49987,US,A,8751436,fuzzySWHighMatch1,new jersey,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
Irvine,33.66946,-117.82311,US,P,256927,fuzzySWHighMatch1,irvine,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
Irwindale,34.10695,-117.93534,US,P,1437,fuzzySWHighMatch1,irwindale,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
Oxnard,34.1975,-119.17705,US,P,207254,fuzzySWHighMatch1,oxnard,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Usa,Taco_Bell_pulls_green_onions_from_all_U.S._and_Canadian_stores
Taiwan,24.0,121.0,TW,A,23451837,fuzzySWHighMatch1,taiwan,Taiwan_culls_18000_chickens_due_to_H5N2_virus_outbreak
Taoyuan,24.895,121.24611,TW,A,2044023,fuzzySWHighMatch1,taoyuan,Taiwan_culls_18000_chickens_due_to_H5N2_virus_outbreak
Kaohsiung,22.6533,120.33806,TW,A,2779877,fuzzySWHighMatch1,kaohsiung,Taiwan_culls_18000_chickens_due_to_H5N2_virus_outbreak
Burkina Faso,12.5,-1.66667,BF,A,19751535,fuzzySWHighMatch1,burkina faso,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso
Ouagadougou,12.36566,-1.53388,BF,P,1086505,fuzzySWHighMatch1,ouagadougou,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso
Benin,9.5,2.25,BJ,A,11485048,fuzzySWHighMatch1,benin,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso
Ghana,8.1,-1.2,GH,A,29767108,fuzzySWHighMatch1,ghana,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso
Guinea,10.83333,-10.66667,GN,A,12414318,fuzzySWHighMatch1,guinea,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso
Niger,18.0,9.0,NE,A,22442948,fuzzySWHighMatch1,niger,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso
Senegal,14.5,-14.25,SN,A,15854360,fuzzySWHighMatch1,senegal,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso
Cornwall,50.41667,-4.75,GB,A,553687,fuzzySWHighMatch1,cornwall,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
Camborne,50.21306,-5.29731,GB,P,22500,fuzzySWHighMatch1,camborne,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
Devon,50.75,-3.75,GB,A,779834,fuzzySWHighMatch1,devon,"Three_die_in_Cornwall,_UK_caravan_park_of_suspected_carbon_monoxide_poisoning"
Acapulco,10.16181,-84.80643,CR,A,1296,fuzzySWHighMatch1,acapulco,Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen
Guerrero,17.66667,-100.0,MX,A,3237579,fuzzySWHighMatch1,guerrero,Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen
Mexico,23.0,-102.0,MX,A,126190788,fuzzySWHighMatch1,mexico,Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen
Mexico City,19.42847,-99.12766,MX,P,12294193,fuzzySWHighMatch1,mexico city,Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Tourists_evacuated_following_shootout_between_Mexican_army_and_drug_hitmen
Esperance,-33.85919,121.89164,AU,P,2263,fuzzySWHighMatch1,esperance,Toxic_wetlands_may_be_cause_of_thousands_of_bird_deaths_in_Western_Australia
Australia,-25.0,135.0,AU,A,24992369,fuzzySWHighMatch1,australia,Toxic_wetlands_may_be_cause_of_thousands_of_bird_deaths_in_Western_Australia
Weiswampach,50.13722,6.075,LU,P,691,fuzzySWHighMatch1,weiswampach,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race
Luxembourg,49.75,6.16667,LU,A,607728,fuzzySWHighMatch1,luxembourg,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race
Belgium,50.75,4.5,BE,A,11422068,fuzzySWHighMatch1,belgium,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race
Vilvoorde,50.9289,4.4323,BE,A,44727,fuzzySWHighMatch1,vilvoorde,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race
Netherlands,52.25,5.75,NL,A,17231017,fuzzySWHighMatch1,netherlands,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race
New Zealand,-42.0,174.0,NZ,A,4885500,fuzzySWHighMatch1,new zealand,Triathletes_from_Belgium_and_Luxembourg_compete_in_championship_race
Indonesia,-5.0,120.0,ID,A,267663435,fuzzySWHighMatch1,indonesia,"Tsunami_deaths_mount_to_more_than_120,000"
Sri Lanka,7.75,80.75,LK,A,21670000,fuzzySWHighMatch2,sri lanka,"Tsunami_deaths_mount_to_more_than_120,000"
India,22.0,79.0,IN,A,1352617328,fuzzySWHighMatch1,india,"Tsunami_deaths_mount_to_more_than_120,000"
Malaysia,2.5,112.5,MY,A,31528585,fuzzySWHighMatch1,malaysia,"Tsunami_deaths_mount_to_more_than_120,000"
Myanmar,21.0,96.0,MM,A,53708395,fuzzySWHighMatch1,myanmar,"Tsunami_deaths_mount_to_more_than_120,000"
Bangladesh,24.0,90.0,BD,A,161356039,fuzzySWHighMatch1,bangladesh,"Tsunami_deaths_mount_to_more_than_120,000"
Maldives,3.2,73.0,MV,A,515696,fuzzySWHighMatch1,maldives,"Tsunami_deaths_mount_to_more_than_120,000"
Somalia,6.0,48.0,SO,A,15008154,fuzzySWHighMatch1,somalia,"Tsunami_deaths_mount_to_more_than_120,000"
Tanzania,-6.0,35.0,TZ,A,56318348,fuzzySWHighMatch1,tanzania,"Tsunami_deaths_mount_to_more_than_120,000"
Kenya,1.0,38.0,KE,A,51393010,fuzzySWHighMatch1,kenya,"Tsunami_deaths_mount_to_more_than_120,000"
Sweden,62.0,15.0,SE,A,10183175,fuzzySWHighMatch1,sweden,"Tsunami_deaths_mount_to_more_than_120,000"
Turkey,39.0,35.0,TR,A,82319724,fuzzySWHighMatch1,turkey,Turkish_government_accused_of_being_too_slow_to_respond_to_bird_flu
Turkey,39.0,35.0,TR,A,82319724,fuzzySWHighMatch1,turkey,Turkish_teenager_dies_from_bird_flu
Van,38.40736,43.71779,TR,A,1070113,fuzzySWHighMatch2,van,Turkish_teenager_dies_from_bird_flu
Baghdad,33.31667,44.36667,IQ,A,14000000,fuzzySWHighMatch1,baghdad,Two_children_killed_after_eating_poisonous_cake_in_Iraq
Iraq,33.0,44.0,IQ,A,38433600,fuzzySWHighMatch2,iraq,Two_children_killed_after_eating_poisonous_cake_in_Iraq
Amman,31.58369,36.33335,JO,A,1972712,fuzzySWHighMatch1,amman,Two_children_killed_after_eating_poisonous_cake_in_Iraq
Jordan,31.0,36.0,JO,A,9956011,fuzzySWHighMatch1,jordan,Two_children_killed_after_eating_poisonous_cake_in_Iraq
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,Two_children_killed_after_eating_poisonous_cake_in_Iraq
Hammond,41.58337,-87.50004,US,P,77614,fuzzySWHighMatch1,hammond,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
Indiana,40.00032,-86.25027,US,A,6265933,fuzzySWHighMatch1,indiana,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana
